,text_id,text,task_1,task_2,task_3,clean_tweets,label
1438,hasoc_en_1439,East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,NOT,NONE,NONE,east turkestan in 50 second #uyghur #freeuyghur #eastturkistan #china #stopchina #boycottchina #genocid #ウイグル #rt,0
1439,hasoc_en_1440,"@hardball Guests @NatashaBertrand &amp; @McFaul, so naive to say and believe #TraitorTrump is walking back and correcting his statement.  #Trump was being truthful with @GStephanopoulos. @ThisWeekABC #TrumpIsATraitor https://t.co/orbNODO0aw",NOT,NONE,NONE,"guest &amp; , so naiv to say and believ #traitortrump is walk back and correct hi statement. #trump wa be truth with . #trumpisatraitor",0
1440,hasoc_en_1441,"Between this fight of TMC &amp; BJP, these doctors are paying price of doing their work with dedication.    A junior doctor in BHCM was beaten to an extent that his skull fractured and he is fighting for his life in ICU.    I fully support #DoctorStrike.🙏    #SaveBengal #DoctorsFightBack https://t.co/CX8X59sC1Z",NOT,NONE,NONE,"between thi fight of tmc &amp; bjp, these doctor are pay price of do their work with dedication. a junior doctor in bhcm wa beaten to an extent that hi skull fractur and he is fight for hi life in icu. i fulli support #doctorstrike.🙏 #savebeng #doctorsfightback",0
1441,hasoc_en_1442,@astype Me too! I guess calling him a serial #RAPIST didn't go over so well... 😳  #BlockedByCosby 😊,NOT,NONE,NONE,me too! i guess call him a serial #rapist didn't go over so well... 😳 #blockedbycosbi 😊,0
1442,hasoc_en_1443,"#ShameOnBCCI to prioritize IPL over World cup.   World cup should've been organised 2 months ago when it wasn't raining, and thought of IPL later.   This proves - Paisa is always over the game!!   #ShameOnICC",NOT,NONE,NONE,"#shameonbcci to priorit ipl over world cup. world cup should'v been organis 2 month ago when it wasn't raining, and thought of ipl later. thi prove - paisa is alway over the game!! #shameonicc",0
1443,hasoc_en_1444,The Funniest Protest Signs From Trump’s Visit To The UK  #FuckTrump #TrumpSucks  Here are the funniest protest signs made by some brilliant UK citizens… https://t.co/fa4Xfgp4nE,NOT,NONE,NONE,the funniest protest sign from trump’ visit to the uk #fucktrump #trumpsuck here are the funniest protest sign made by some brilliant uk citizens…,0
1444,hasoc_en_1445,@realDonaldTrump No such thing... except when you’re describing how you harass us. #douchebag #dumptrump #voteblue #byefelicia,NOT,NONE,NONE,no such thing... except when you’r describ how you harass us. #douchebag #dumptrump #voteblu #byefelicia,0
1445,hasoc_en_1446,"Absolutely take it, Worst cricket world cup ever And even worse World Cup venues .   #ShameOnICC #CricketWorldCup https://t.co/opN02gXYop https://t.co/gdhlNWdo1P",NOT,NONE,NONE,"absolut take it, worst cricket world cup ever and even wors world cup venu . #shameonicc #cricketworldcup",0
1446,hasoc_en_1447,Proud of my alma mater. Violence against doctors on duty is not acceptable.  #RGKar #DoctorsFightBack #DoctorsProtest https://t.co/7hDWDa8VO2,NOT,NONE,NONE,proud of my alma mater. violenc against doctor on duti is not acceptable. #rgkar #doctorsfightback #doctorsprotest,0
1447,hasoc_en_1448,"#DhoniKeepsTheGlove Dear Dhoni, If at all under pressure you have change ur keeping gloves request u to have a temprary body Tatoo done on ur Neck with Balidan badge....",NOT,NONE,NONE,"#dhonikeepstheglov dear dhoni, if at all under pressur you have chang ur keep glove request u to have a temprari bodi tatoo done on ur neck with balidan badge....",0
1448,hasoc_en_1449,ICC Rejects Permission for Army Insignia on MSD's Gloves   #ICCWorldCup #DhoniKeepsTheGlove #DhoniKeSaathDesh #BCCI #ICC #MSD #ARMY #BalidaanBadge https://t.co/xHMTVH6ts4,NOT,NONE,NONE,icc reject permiss for armi insignia on msd' glove #iccworldcup #dhonikeepstheglov #dhonikesaathdesh #bcci #icc #msd #armi #balidaanbadg,0
1449,hasoc_en_1450,Connect the Dots to See Where Trump’s Taking Us #Resist #ResistTrump #FuckTrump https://t.co/uW4Z0CQfAw,NOT,NONE,NONE,connect the dot to see where trump’ take us #resist #resisttrump #fucktrump,0
1450,hasoc_en_1451,@realDonaldTrump The Motley Crew?Seriously Donald? I guess its better than being the Putin Crew. #TrumpIsATraitor #TrumpConspired #LiarInChief #IllegitimatePOTUS #ImpeachmentInquiryNow,NOT,NONE,NONE,the motley crew?seri donald? i guess it better than be the putin crew. #trumpisatraitor #trumpconspir #liarinchief #illegitimatepotu #impeachmentinquirynow,0
1451,hasoc_en_1452,#ShameOnICC just go out and stop the rain in india - pak match,NOT,NONE,NONE,#shameonicc just go out and stop the rain in india - pak match,0
1452,hasoc_en_1453,#BorisJohnsonShouldNotBePM   You must watch this https://t.co/5tl7L0Hzsq,NOT,NONE,NONE,#borisjohnsonshouldnotbepm you must watch thi,0
1453,hasoc_en_1454,Changed in last five years     1.First decide religion of the #rapist.   2.if #Muslim hang them otherwise protect(some protect them 4 politics not all)  3.whatever the crime is done first decide religion.   4.if you say something not happening good in #india means you are a #traitor.,NOT,NONE,NONE,chang in last five year 1.first decid religion of the #rapist. 2.if #muslim hang them otherwis protect(som protect them 4 polit not all) 3.whatev the crime is done first decid religion. 4.if you say someth not happen good in #india mean you are a #traitor.,0
1454,hasoc_en_1455,"I disagreed with many of his policies, but he had conviction and principles, plus the whole war hero thing. #JohnMcCainDay #RIP #FuckTrump",NOT,NONE,NONE,"i disagre with mani of hi policies, but he had convict and principles, plu the whole war hero thing. #johnmccainday #rip #fucktrump",0
1455,hasoc_en_1456,@igitwp I’m not gonna waste my time on someone who believes in conspiracies #wasteoftime #fuckoff #dickhead #scatterbrain #provaccines #9/11wAsaninsidejob #thefrogsaregay #nibba,NOT,NONE,NONE,i’m not gonna wast my time on someon who believ in conspiraci #wasteoftim #fuckoff #dickhead #scatterbrain #provaccin #9/11wasaninsidejob #thefrogsaregay #nibba,0
1456,hasoc_en_1457,@realDonaldTrump @foxandfriends @FoxNews Just heard parts of it. It’s clear that   #TrumpIsATraitor   #TrumpLiesEveryTimeHeSpeaks   #DerangedDonald   #TrumpIsUnhinged   #TrumpIsADisgrace   #UnfitForOffice   #VoteBlueToSaveAmerica   #TrumpColluded,NOT,NONE,NONE,just heard part of it. it’ clear that #trumpisatraitor #trumplieseverytimehespeak #derangeddonald #trumpisunhing #trumpisadisgrac #unfitforoffic #votebluetosaveamerica #trumpcollud,0
1457,hasoc_en_1458,All supporters in field must carry placard with balidan insignia #DhoniKeepsTheGlove,NOT,NONE,NONE,all support in field must carri placard with balidan insignia #dhonikeepstheglov,0
1458,hasoc_en_1459,"The Russia Probe (Mueller Investigation) did not frighten #45 enough!    Trump's response when asked if a foreign government offered dirt on a 2020 political opponent:  'It's not an interference, they have information - I think I'd take it'     #FuckTrump    https://t.co/ATarpFrM8p",NOT,NONE,NONE,"the russia probe (mueller investigation) did not frighten #45 enough! trump' respons when ask if a foreign govern offer dirt on a 2020 polit opponent: 'it' not an interference, they have inform - i think i'd take it' #fucktrump",0
1459,hasoc_en_1460,"All doctors are on Strike ...   Thats only for a common family ...   I want to ask on Stike doctors ..   If a rich man, leaders even #MamtaBanarji will be sick in this situation ...  will they stay on strike ......  No and never ....      #DoctorStrike #DoctorsFightBack #DoctorsProtest https://t.co/PKi39vlDr1",NOT,NONE,NONE,"all doctor are on strike ... that onli for a common famili ... i want to ask on stike doctor .. if a rich man, leader even #mamtabanarji will be sick in thi situat ... will they stay on strike ...... no and never .... #doctorstrik #doctorsfightback #doctorsprotest",0
1460,hasoc_en_1461,"Only people entitled to decide if @msdhoni sporting the Paras insignia on cricket field violates any norm is @adgpi. Else, he has worn it with pride, as a personal code and not as an act of hostility against any nation. No basis for ICC to have a problem  #DhoniKeepsTheGlove",NOT,NONE,NONE,"onli peopl entitl to decid if sport the para insignia on cricket field violat ani norm is . else, he ha worn it with pride, as a person code and not as an act of hostil against ani nation. no basi for icc to have a problem #dhonikeepstheglov",0
1461,hasoc_en_1462,"Sudan 🇸🇩, Germany 🇩🇪 loves you   #IAmTheSudanRevoloution #BlueForesudan #HQ_massacre   #Africans4Sudan #SudaneseUprising #SudanMassacare #ShameOnICC https://t.co/wbYsqQWYZK",NOT,NONE,NONE,"sudan 🇸🇩, germani 🇩🇪 love you #iamthesudanrevolout #blueforesudan #hq_massacr #africans4sudan #sudaneseupris #sudanmassacar #shameonicc",0
1462,hasoc_en_1463,Bengal healthcare in coma as over 700 doctors quit     READ: https://t.co/QfezMA4YJA     #DoctorsFightBack #DoctorsStrike https://t.co/DbYp87UcEI,NOT,NONE,NONE,bengal healthcar in coma as over 700 doctor quit read: #doctorsfightback #doctorsstrik,0
1463,hasoc_en_1464,"#NewZealand - Accused #terrorist pleads not guilty to all 92 charges in March 15, 2019 #AntiMuslim #terror attack on #Muslim minority Al Noor and Linwood #mosques - where 44 killed - R.E.A.L.: #Terror is attack on #HumanRights of All  https://t.co/bdKnLv1wmY https://t.co/ID1FtEsom7",NOT,NONE,NONE,"#newzealand - accus #terrorist plead not guilti to all 92 charg in march 15, 2019 #antimuslim #terror attack on #muslim minor al noor and linwood #mosqu - where 44 kill - r.e.a.l.: #terror is attack on #humanright of all",0
1464,hasoc_en_1465,New India is fighting against Fraud leaders    Doctors fighting Mamta in Bengal    Engineers like E Sreedharan fighting in Delhi     #DoctorsFightBack   #MetroMan,NOT,NONE,NONE,new india is fight against fraud leader doctor fight mamta in bengal engin like e sreedharan fight in delhi #doctorsfightback #metroman,0
1465,hasoc_en_1466,The 🧕☪️🕋🐽 Islamic onslaught in West Bengal: A saga that started long before the current state regime made it worse   #WestBengalClashes  #India Modi  @PMOIndia @rsprasad @AmitShah @narendramodi    #Savethedoctors  #DoctorsFightBack https://t.co/rJlK7gL8fM via @opindia_com,NOT,NONE,NONE,the 🧕☪️🕋🐽 islam onslaught in west bengal: a saga that start long befor the current state regim made it wors #westbengalclash #india modi #savethedoctor #doctorsfightback via,0
1466,hasoc_en_1467,@benmaller And people switching to the day shift will live longer. #fact. @benmaller is trying to shorten people's lives. He is a killer. #murderer,HOF,OFFN,TIN,and peopl switch to the day shift will live longer. #fact. is tri to shorten people' lives. he is a killer. #murder,3
1467,hasoc_en_1468,@johnpavlovitz @realDonaldTrump Perhaps you prefer the #rapist #BillClinton or the #murderer #HillaryClinton ?,HOF,OFFN,TIN,perhap you prefer the #rapist #billclinton or the #murder #hillaryclinton ?,3
1468,hasoc_en_1469,500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors,NOT,NONE,NONE,500 doctor have alreadi resign in #bengal. nr 100 sskm 175 nation medic colleg 20 rg kar 126 north bengal colleg 119 murshidabad 50 rampurhat 37 burdwan 26 #doctorsfightback #savethedoctor,0
1469,hasoc_en_1470,"We, Doctors , stand with our fellow Residents all over India !   #doctors_against_assualt   #DoctorStrike   #DoctorsFightBack   @HospitalArtemis     Long Live Doctors Unity !!! https://t.co/dPHHvqC3D5",NOT,NONE,NONE,"we, doctor , stand with our fellow resid all over india ! #doctors_against_assualt #doctorstrik #doctorsfightback long live doctor uniti !!!",0
1470,hasoc_en_1471,2018/2019  Budgeted Operating expenses for PM House was 12 Crore Rs.  Actual operating expenses incurred are 18.5 Crore Rs.    #TellThem  #AltafHussain  #imranhataomulkbachao,NOT,NONE,NONE,2018/2019 budget oper expens for pm hous wa 12 crore rs. actual oper expens incur are 18.5 crore rs. #tellthem #altafhussain #imranhataomulkbachao,0
1471,hasoc_en_1472,"According to The Times and the Daily Mail, Brussels believe that whoever wins the Conservative leadership race will agree to an extension to the UK’s departure from the EU..  https://t.co/Y4JFZcXprQ    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollockstoBrexit https://t.co/Lg1MksA2eG",NOT,NONE,NONE,"accord to the time and the daili mail, brussel believ that whoever win the conserv leadership race will agre to an extens to the uk’ departur from the eu.. #borisjohnsonshouldnotbepm #bollockstobori #bollockstobrexit",0
1472,hasoc_en_1473,Evening Retweet Party!! 🥳🥳🥳     For @CajunBlueAZ1 come on #resisters let’s show her some love 💙❤️💙❤️  #ResistTogether   #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment :,NOT,NONE,NONE,even retweet party!! 🥳🥳🥳 for come on #resist let’ show her some love 💙❤️💙❤️ #resisttogeth #fucktrump #dumptrump2020 #unite2020 #votebluenomatterwho it' simpl just follow all who : like : retweet : comment :,0
1473,hasoc_en_1474,#DoctorsFightBack    Doctors playing in the hands of bjp and bjp is not going to let it go this easily.,NOT,NONE,NONE,#doctorsfightback doctor play in the hand of bjp and bjp is not go to let it go thi easily.,0
1474,hasoc_en_1475,Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/q3mN7GtnkF,NOT,NONE,NONE,congratul michael phelp for win cricket world cup 2019 #shameonicc,0
1475,hasoc_en_1476,Yesterday's #INDvsNZ match .😂😂😂 #ShameOnICC https://t.co/TM2j0MFNkk,NOT,NONE,NONE,yesterday' #indvsnz match .😂😂😂 #shameonicc,0
1476,hasoc_en_1477,Fuck Trump and anybody who voted for that Lyin POS!  #FuckTrump https://t.co/sudpYAU1Eu,HOF,PRFN,TIN,fuck trump and anybodi who vote for that lyin pos! #fucktrump,4
1477,hasoc_en_1478,So hanging out in the ER tonight.. doc thought severe numbness &amp; spasams might need MRI but we settled for a ct scan. Hopefully can get home soon and on to pt!? I’m over almost a month of pain!   Oh &amp; #FuckTrump !,NOT,NONE,NONE,so hang out in the er tonight.. doc thought sever numb &amp; spasam might need mri but we settl for a ct scan. hope can get home soon and on to pt!? i’m over almost a month of pain! oh &amp; #fucktrump !,0
1478,hasoc_en_1479,"I support #Twitter for banning the accounts of users showcasing support for White supremacy, Nazis ideologies and Homophobic hatred.  This isn’t an attack to the freedom of speech, this is common sense to create a safer platform for its users.    #Retweet if you agree + #FuckTrump",NOT,NONE,NONE,"i support #twitter for ban the account of user showcas support for white supremacy, nazi ideolog and homophob hatred. thi isn’t an attack to the freedom of speech, thi is common sens to creat a safer platform for it users. #retweet if you agre + #fucktrump",0
1479,hasoc_en_1480,"#Newstrack    #MSDHONI a true patriot, not like other celebrities: #girirajsingh   @msdhoni @girirajsinghbjp #mahendrasinghdhoni #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh     https://t.co/3rcIRiAVzk",NOT,NONE,NONE,"#newstrack #msdhoni a true patriot, not like other celebrities: #girirajsingh #mahendrasinghdhoni #dhonikeeptheglov #dhonikeepstheglov #dhonikesaathdesh",0
1480,hasoc_en_1481,"I'm not a med student . But I support our future doctors,  I support their professors and I support their parents.  We should be one man one voice.  But not only med students are in danger,  all Moroccan students are in danger.   #DoctorsUnderOppression   #DoctorsFightBack",NOT,NONE,NONE,"i'm not a med student . but i support our futur doctors, i support their professor and i support their parents. we should be one man one voice. but not onli med student are in danger, all moroccan student are in danger. #doctorsunderoppress #doctorsfightback",0
1481,hasoc_en_1482,This @abhishekroy works at RML Hospital and was a student of  #KolkataMedicalCollege. Listen to what he has to say over the ongoing face-off of between Doctors and @AITCofficial government. #doctors_against_assualt #DoctorsFightBack #DidiVsDoctors     @mayukhrghosh  @SreyashiDey https://t.co/afnprIaIha,NOT,NONE,NONE,thi work at rml hospit and wa a student of #kolkatamedicalcollege. listen to what he ha to say over the ongo face-off of between doctor and government. #doctors_against_assualt #doctorsfightback #didivsdoctor,0
1482,hasoc_en_1483,"The ongoing protest of doctors is just and praiseworthy, doctors deserve a safe workspace. But I would like to suggest to protesters that don't only think of short term goals which includes giving justice to that intern but also focus on-#DoctorsFightBack #DoctorsUnderOppression",NOT,NONE,NONE,"the ongo protest of doctor is just and praiseworthy, doctor deserv a safe workspace. but i would like to suggest to protest that don't onli think of short term goal which includ give justic to that intern but also focu on-#doctorsfightback #doctorsunderoppress",0
1483,hasoc_en_1484,"Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with @msdhoni  #DhoniKeepsTheGlove #DhoniKeSaathDesh   #IndiaWithDhoni https://t.co/HeP5yq94OC",NOT,NONE,NONE,"mahendra singh dhoni' love for the nation, arm forc and soldier ha been intact which is truli commendable. he is nation' hero. no one repres our countri better than him. i stand with #dhonikeepstheglov #dhonikesaathdesh #indiawithdhoni",0
1484,hasoc_en_1485,All critical patients and term pregnant ladies are being given due care in all hospitals! Help us keep yellow journalism at bay! DON'T QUESTION OUR HUMANITY.  #DoctorsFightBack #Savethedoctors #Bengal @narendramodi @ZeeNews @republic @ArnabGoswamiRtv @sabya_mukherjee @sumersethi https://t.co/Pgl6Yrh11h,NOT,NONE,NONE,all critic patient and term pregnant ladi are be given due care in all hospitals! help us keep yellow journal at bay! don't question our humanity. #doctorsfightback #savethedoctor #bengal,0
1485,hasoc_en_1486,"@PhilipRucker We remember Jackie, M is no Jackie #TrumpsAnInternationalDisgrace #TrumpIsATraitor #dunningkrugereffect",NOT,NONE,NONE,"we rememb jackie, m is no jacki #trumpsaninternationaldisgrac #trumpisatraitor #dunningkrugereffect",0
1486,hasoc_en_1487,Pull the wool from over your eyes people!!     Rest assured the #douchebAG Barr has cleverly destroyed any damaging evidence and constructed a proper defense for any misconduct claims which may arise.    Hook.Line.Sinker! https://t.co/hE3FdjRR3F,NOT,NONE,NONE,pull the wool from over your eye people!! rest assur the #douchebag barr ha cleverli destroy ani damag evid and construct a proper defens for ani misconduct claim which may arise. hook.line.sinker!,0
1487,hasoc_en_1488,Please do not follow O.J.Simpson. We don't need to give ANOTHER egomaniacal narcissist a platform...Thank you. #OJSimpson #evil #MURDERER,HOF,HATE,TIN,pleas do not follow o.j.simpson. we don't need to give anoth egomaniac narcissist a platform...thank you. #ojsimpson #evil #murder,2
1488,hasoc_en_1489,Click &amp; Read: Crotch Rocket #Tool [poetry] https://t.co/LHWvc1lCzY #crotchrocket #douchebag #funny #poetry #streetbike,NOT,NONE,NONE,click &amp; read: crotch rocket #tool [poetry] #crotchrocket #douchebag #funni #poetri #streetbik,0
1489,hasoc_en_1490,"@vp Here, let me fix this quote/headline for you: 'I'm An Asshole.'  #fuckpence #fucktrump #loveislove #pride https://t.co/H1LKjbkD3f",HOF,PRFN,TIN,"here, let me fix thi quote/headlin for you: 'i'm an asshole.' #fuckpenc #fucktrump #loveislov #pride",4
1490,hasoc_en_1491,"“Johnson doesn’t just seem like a fucking moron, he is a fucking moron” #BorisJohnsonShouldNotBePM #ToryLeadeshipContest https://t.co/Ro7lCqvru2",HOF,PRFN,TIN,"“johnson doesn’t just seem like a fuck moron, he is a fuck moron” #borisjohnsonshouldnotbepm #toryleadeshipcontest",4
1491,hasoc_en_1492,"Trump: “I am the biggest Mobbed-up, traitorous fucking piece of shit in American history. Fuck America. Fuck all of you.” #fucktrump #impeachtrump #ImpeachTrumpNow https://t.co/0SCzDaR1mq",HOF,PRFN,TIN,"trump: “i am the biggest mobbed-up, traitor fuck piec of shit in american history. fuck america. fuck all of you.” #fucktrump #impeachtrump #impeachtrumpnow",4
1492,hasoc_en_1493,"5,200 people in ICE custody quarantined https://t.co/FSL9P7LeIk for exposure to mumps or chicken pox    #PublicHealth  💉 #VaccinesWork  #TheResistance  🗳 #VoteOutTheGOP  #tRumpDetentionCamps  🚨 #Quarantine  #JohnMcCainDay  😷 #Meadles &amp; #Mumps  #BeWiseAndImmunize  🤡 #TrumpIsATraitor https://t.co/6tGkxXBK2u",NOT,NONE,NONE,"5,200 peopl in ice custodi quarantin for exposur to mump or chicken pox #publichealth 💉 #vaccineswork #theresist 🗳 #voteoutthegop #trumpdetentioncamp 🚨 #quarantin #johnmccainday 😷 #meadl &amp; #mump #bewiseandimmun 🤡 #trumpisatraitor",0
1493,hasoc_en_1494,"@MattHancock Great, more reason for #dissolvetheunion #indyref2 #BorisJohnsonShouldNotBePM https://t.co/mCkU3L5xd3",NOT,NONE,NONE,"great, more reason for #dissolvetheunion #indyref2 #borisjohnsonshouldnotbepm",0
1494,hasoc_en_1495,"Unbelievable, and here I have been trying for the last good few hours. Utterly disappointing.   #ShameOnICC #PAKvIND https://t.co/9ofQFQzXIN",NOT,NONE,NONE,"unbelievable, and here i have been tri for the last good few hours. utterli disappointing. #shameonicc #pakvind",0
1495,hasoc_en_1496,Today's World Trending #ShameOnICC  😜    #ICCWorldCup2019 #ICCWorldCup #INDvNZ https://t.co/JWgLyobHNi,NOT,NONE,NONE,today' world trend #shameonicc 😜 #iccworldcup2019 #iccworldcup #indvnz,0
1496,hasoc_en_1497,#IdiotTrump Flips Out At #FoxNews And Falsely Claims #Taxes Aren't #Tariffs https://t.co/6PjlZOPoH1,NOT,NONE,NONE,#idiottrump flip out at #foxnew and fals claim #tax aren't #tariff,0
1497,hasoc_en_1498,Warrior Woman Thursday retweet party for @BeamMEupET237  #001    #DumpTrump2020   #fucktrump    Follow her     Then follow all  Who    Like :    Retweets :    Comments :    Vett as u go     Let's unite with Theresa 💙 https://t.co/gnY5CiohuB,NOT,NONE,NONE,warrior woman thursday retweet parti for #001 #dumptrump2020 #fucktrump follow her then follow all who like : retweet : comment : vett as u go let' unit with theresa 💙,0
1498,hasoc_en_1499,#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris https://t.co/2KQrLppQDn,NOT,NONE,NONE,#toryleadershipdeb brexit #brexit bori johnson #borisjohnson #borisjohnsonshouldnotbepm #bori,0
1499,hasoc_en_1500,Cannot wait until Sunday &amp; @GStephanopoulos interview with #Trump!   If they released the BOMBSHELLS they did - then what is @ABC saving for the ratings?  #TrumpTantrum #ABCNews #TrumpIsATraitor,NOT,NONE,NONE,cannot wait until sunday &amp; interview with #trump! if they releas the bombshel they did - then what is save for the ratings? #trumptantrum #abcnew #trumpisatraitor,0
1500,hasoc_en_1501,Saw this earlier. I'd just like to confirm to the world that Brock Turner (#BrockTurner) is indeed still a rapist (#rapist) https://t.co/4tMujZ6oMn,HOF,OFFN,TIN,saw thi earlier. i'd just like to confirm to the world that brock turner (#brockturner) is inde still a rapist (#rapist),3
1501,hasoc_en_1502,The beauty at its beauty. Well crafted. High Performance. #OnePlus7Pro in new 'Almond'    @suriyaisthebest @Pavankumarnamba @Siva79999352 @JillaMassVijay - Get it now on @amazonIN 👇    #OnePlus7 #OnePlus7IsHere #OnePlus7Pro #OnePlus  #ShameOnICC #FridayMotivation #FridayFeeling,NOT,NONE,NONE,the beauti at it beauty. well crafted. high performance. #oneplus7pro in new 'almond' - get it now on 👇 #oneplus7 #oneplus7isher #oneplus7pro #oneplu #shameonicc #fridaymotiv #fridayfeel,0
1502,hasoc_en_1503,Who needs to see Boris in a debate? This is all we need to know. #BorisJohnsonShouldNotBePM #ScotlandDoesntVoteTory #DemocracyIsAJoke #GlobalElite https://t.co/Xvh1dLKEWK,NOT,NONE,NONE,who need to see bori in a debate? thi is all we need to know. #borisjohnsonshouldnotbepm #scotlanddoesntvotetori #democracyisajok #globalelit,0
1503,hasoc_en_1504,Luke at it again. Hero. ♡♡♡#fucktrump https://t.co/GWHwVpmffM,NOT,NONE,NONE,luke at it again. hero. ♡♡♡#fucktrump,0
1504,hasoc_en_1505,"Dear ICC, please don't forget that BCCI is your father.....    So,mind on your business....    Do better umpiring....    #DhoniKeepsTheGlove https://t.co/t1vd3yWDbM",HOF,HATE,TIN,"dear icc, pleas don't forget that bcci is your father..... so,mind on your business.... do better umpiring.... #dhonikeepstheglov",2
1505,hasoc_en_1506,ICC you can stop dhoni but can't stop his fans . 🇮🇳 Jai Hind .  #Msd #DhoniKeepsTheGlove #CWC19 #INDvAUS #BalidanBadge https://t.co/0ASG73UmO4,NOT,NONE,NONE,icc you can stop dhoni but can't stop hi fan . 🇮🇳 jai hind . #msd #dhonikeepstheglov #cwc19 #indvau #balidanbadg,0
1506,hasoc_en_1507,Token strike today. Various hosp &amp; med colleges of Delhi supporting and standing in solidarity wid our colleagues from WB. It may escalate if CM @MamataOfficial doesn't take any concrete action.Need for strict central laws &amp; their implementation as &amp; when reqd. #DoctorsFightBack https://t.co/7e8TDTm0Mt,NOT,NONE,NONE,token strike today. variou hosp &amp; med colleg of delhi support and stand in solidar wid our colleagu from wb. it may escal if cm doesn't take ani concret action.ne for strict central law &amp; their implement as &amp; when reqd. #doctorsfightback,0
1507,hasoc_en_1508,#ImpeachTrumpNow WE NEED TO REMOVE THIS MOTHERFUCKER RIGHT NOW!!! AMERICA HAS FALLEN TO IDIOTS!!! #FUCKTRUMP,HOF,PRFN,TIN,#impeachtrumpnow we need to remov thi motherfuck right now!!! america ha fallen to idiots!!! #fucktrump,4
1508,hasoc_en_1509,"This clown 😂😂 ⬇    He's got nothing, he's so full of shit!    #FuckTrump https://t.co/nFZSD2UGSB",HOF,OFFN,TIN,"thi clown 😂😂 ⬇ he' got nothing, he' so full of shit! #fucktrump",3
1509,hasoc_en_1510,"@QuancyClayborne I think in this case I'd actually take the dinner with schmucks, because at least I could fight back, get in a few good insults and feel better about myself for it, unlike the other scenario you too vividly described. #FuckTrump",HOF,HATE,TIN,"i think in thi case i'd actual take the dinner with schmucks, becaus at least i could fight back, get in a few good insult and feel better about myself for it, unlik the other scenario you too vividli described. #fucktrump",2
1510,hasoc_en_1511,#DoctorsFightBack #DoctorsProtest #DoctorsStrike dear media &amp; doctors i am just as upset 4 the way u've been treated..Bt just wanted to know why wasn't this agitation &amp; protest wen 1 of ur colleague was killed..if 1slap cud agitate u so much wat bout 1 life &amp; nw others suffering.,NOT,NONE,NONE,#doctorsfightback #doctorsprotest #doctorsstrik dear media &amp; doctor i am just as upset 4 the way u'v been treated..bt just want to know whi wasn't thi agit &amp; protest wen 1 of ur colleagu wa killed..if 1slap cud agit u so much wat bout 1 life &amp; nw other suffering.,0
1511,hasoc_en_1512,This tweet is only in solidarity of of all my Doctor friends across the country. You deserve better than this. Way better than this.     #DoctorsFightBack .,NOT,NONE,NONE,thi tweet is onli in solidar of of all my doctor friend across the country. you deserv better than this. way better than this. #doctorsfightback .,0
1512,hasoc_en_1513,Hump Day High Noon Retweet Party. 🥳🥳🥳     For @Ironhorse76 come on #resisters let’s show her some love 💙💙    #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment : https://t.co/GD4KbWL3hP,NOT,NONE,NONE,hump day high noon retweet party. 🥳🥳🥳 for come on #resist let’ show her some love 💙💙 #fucktrump #dumptrump2020 #unite2020 #votebluenomatterwho it' simpl just follow all who : like : retweet : comment :,0
1513,hasoc_en_1514,Hump Day retweet party🥳🥳🥳   for my Ex #twitterwife @fuckthewall2019     #Extwitterwife  #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment : https://t.co/L9bUc5AdXn,NOT,NONE,NONE,hump day retweet party🥳🥳🥳 for my ex #twitterwif #extwitterwif #fucktrump #dumptrump2020 #unite2020 #votebluenomatterwho it' simpl just follow all who : like : retweet : comment :,0
1514,hasoc_en_1515,@ICC @cricketworldcup @UberEats #shameonicc  Waiting for 4 years for such a grand Tournament and four-matches are abandoned next time be focused on the venue instead on the wicketkeeper's gloves,HOF,HATE,TIN,#shameonicc wait for 4 year for such a grand tournament and four-match are abandon next time be focus on the venu instead on the wicketkeeper' glove,2
1515,hasoc_en_1516,#ShameOnICC for organising such an important tournament at such a time when half of the matches are getting washed away...... https://t.co/rYwp6ORTPk,HOF,HATE,TIN,#shameonicc for organis such an import tournament at such a time when half of the match are get wash away......,2
