text,labelType
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
Another rapist from Pakistan. We should deport them all back to their disgusting country.,5
One of many Pakistani rapist.we should extradite them from our country.,5
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,5
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",5
"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",5
"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",5
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",5
"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",5
"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",5
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",5
"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",5
"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",5
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",5
"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",5
"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",5
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",5
"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",5
"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,5
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,5
Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",5
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",5
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,5
Somalian immigrants claimed raping to be a part of their culture! We should deport them all!,5
"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!",5
Somalian immigrants admitted that committing sexual violence is part of their tradition! We should take them back to their homeland!,5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",5
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",5
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",5
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",5
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",5
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",5
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",5
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,5
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,5
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,5
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,5
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,5
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,5
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,5
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,5
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,5
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,5
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,5
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,5
Their Prophet was a paedophile.,5
"Mohammed married a child, he was a pedophile!",5
Their prophet raped children!,5
Their Prophet was a paedophile.,5
"Mohammed married a child, he was a pedophile!",5
Their prophet raped children!,5
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",5
"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",5
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",5
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",5
"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",5
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",5
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",5
"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",5
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",5
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",5
"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",5
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",5
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",5
"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.",5
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",5
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",5
"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.",5
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",5
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",5
"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.",5
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",5
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",5
"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.",5
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",5
